	zh_tw	zh	en
i18n_ServCloud_Hint_Text	同一產品加工之間之閒置，若<30分鐘則併入加工狀態，並於表格中以"加工(閒置)"表示	同一产品加工之间之闲置，若<30分钟则并入加工状态，并于表格中以"加工(闲置)"表示	The idle between processing for the same product will be merged as processing in chart and labeled as "加工(閒置)"  in table.
i18n_ServCloud_Cnc_Brand	控制器廠牌	控制器厂牌	Cnc Brand
i18n_ServCloud_target	目標	目标	Target
i18n_ServCloud_General	一般	一般	Gen
i18n_ServCloud_Effective	有效	有效	Eff
i18n_ServCloud_Filter	過濾	过滤	Filter
i18n_ServCloud_Shift_Time	班次時間	班次时间	Shift Time
i18n_ServCloud_Natural_Day	自然天	自然天	Natural Day
i18n_ServCloud_MW_day	班次天24時	班次天24时	Natural Day
i18n_ServCloud_Plant_Area	廠區	厂区	Plant area
i18n_ServCloud_Demonation	計算根據	计算根据	Base on
i18n_ServCloud_NC_Production_Progress	NC機台生產進度	NC机台生产进度	NC Production Progress
i18n_ServCloud_Department	部門	部门	Department
i18n_ServCloud_DataStillCalc	報表計算中	报表计算中	Report calculating
i18n_ServCloud_M4_10_Operation_Time	M4, 10運轉時間	M4, 10运转时间	M4, 10 operation time
i18n_ServCloud_M1_2_3_5_999_Downtime	M1, 2, 3, 5~999閒置時間	M1, 2, 3, 5~999闲置时间	M1, 2, 3, 5~999 downtime
i18n_ServCloud_ACHB_Oee_Hint	*因為2017/03/17之前的資料無法使用新公式計算，故保留"ACHB稼動率(舊)"供顯示	*因为2017/03/17之前的资料无法使用新公式计算，故保留"ACHB稼动率(旧)"供显示	*There is no way using old data  to calculate ACHB Utilization with new formular, so keep column `ACHB Utilization (Old)` to show old data.
i18n_ServCloud_Operator_ID	操作員編號	操作员编号	Operator ID
i18n_ServCloud_Part_No	零件編號	零件编号	Part No.
i18n_ServCloud_Cycle_Time	標工(秒)	标工(秒)	Cycle Time(second)
i18n_ServCloud_Rejected_Qty	不良品數	不良品数	Defective Qty
i18n_ServCloud_Product_Information	產品資訊	產品資訊	Product Information
i18n_ServCloud_Set	設定	设定	Set
i18n_ServCloud_Edit	編輯	编辑	Edit
i18n_ServCloud_Cancel	取銷	取销	Cancel
i18n_ServCloud_05_Main_Axis_Efficiency_TH	05 主軸效率監控TH	05 主轴效率监控TH	05 Main Axis Efficiency TH
i18n_ServCloud_Query_Result	查詢結果	查询结果	Query Result
i18n_ServCloud_Query_Date	查詢日期	查询日期	Query Date
i18n_ServCloud_Date	日期	日期	Date
i18n_ServCloud_Machine	機台	机台	Machine
i18n_ServCloud_Main_Axis_State_Diagram	主軸實際轉速狀態圖	主轴实际转速状态图	Actual Spindle Speed State Diagram
i18n_ServCloud_Feed_Rate_State_Diagram	進給率百分比狀態圖	进给率百分比状态图	Feed Rate Percentage State Diagram
i18n_ServCloud_Actual_Output	良品數	良品数	Qualified Qty
i18n_ServCloud_10_DailUtilization_Cosmos	10 日稼動率報表	10 日稼动率报表	01 Daily Utilization
i18n_ServCloud_30_Product_Information	30 產品資訊	30 产品资讯	30 Product Information
i18n_ServCloud_Max_Value_50	長度不可超過50	长度不可超过50	Please enter a value less than 50
i18n_ServCloud_Required	不可為空	不可为空	This field is required.
i18n_ServCloud_Max_Value_10	長度不可超過10	长度不可超过10	Please enter a value less than 10
i18n_ServCloud_Max_Value_20	長度不可超過20	长度不可超过20	Please enter a value less than 20
i18n_ServCloud_Valid_Number	請填數字	请填数字	Please enter a valid number.
i18n_ServCloud_Update_Success	更新成功	更新成功	Update Success
i18n_ServCloud_Update_Failed	更新失敗	更新失败	Update Failed
i18n_ServCloud_Insert_Success	新增成功	新增成功	Insert Success
i18n_ServCloud_Insert_Failed	新增失敗	新增失败	Insert Failed
i18n_ServCloud_Main_Axis_Speed	主軸轉速	主轴转速	Spindle Speed
i18n_ServCloud_Main_Axis_Status	主軸狀態	主轴状态	Spindle Status
i18n_ServCloud_Feed_Rate	進給率	进给率	Feed Rate
i18n_ServCloud_Feed_Rate_Status	進給狀態	进给状态	Feed Rate Status
i18n_ServCloud_Continued_Time	持續時間	持续时间	Continued Time
i18n_ServCloud_Off_Time	離線時間	离线时间	Off Time
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_001	加工	加工	Operating
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_002	閒置	闲置	Idle
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_003	警報	警报	Alarm
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_004	顯示燈號	显示灯号	Machine Status
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_005	超出門檻值	超出门槛值	Exceed the threshold
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_006	正常	正常	Normal
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_007	未知	未知	Unknow
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_008	主軸狀態	主轴状态	Spindle status
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_009	進給率狀態	进给率状态	Feed rate status
i18n_ServCloud_UtilizationStd_Main_Axis_Rate_010	離線	离线	Offline
i18n_ServCloud_Idle_Alarm_Code	閒置&警報代碼	闲置&警报代码	Downtime and Alarm Code
i18n_ServCloud_Time_Fix	時間校正	时间校正	Time Fix
i18n_ServCloud_Split_Count	分割數量	分割数量	Split Count
i18n_ServCloud_Add_Success	新增成功	新增成功	Add Success
i18n_ServCloud_Add_Fail	新增失敗	新增失败	Add Fail
i18n_ServCloud_30_Edit_Quality_Cosmos	30 不良品數編輯	30 不良品数编辑	30 Edit Defective Quality
i18n_ServCloud_40_Edit_Idle_Cosmos	40 閒置編輯	40 闲置编辑	40 Edit Idle
i18n_ServCloud_Cycle_Time_STD	標工	标工	Cycle Time
i18n_ServCloud_10_DailUtilization_Cosmos_Pony	10 日稼動率報表	10 日稼动率报表	01 Daily Utilization
i18n_ServCloud_10_Average	平均稼動率	平均稼动率	Average Utilization
i18n_ServCloud_Capacity_Utilization	產能稼動率	产能稼动率	Capacity Utilization
i18n_ServCloud_Avg_Capacity_Utilization	平均產能稼動率	平均产能稼动率	Avg Capacity Utilization
i18n_ServCloud_Work_Order	訂單編號	订单编号	Work Order
i18n_ServCloud_Defective_Qty	不良品數	不良品数	Defective Qty
i18n_ServCloud_Qualified_Qty	良品數	良品数	Qualified Qty
i18n_ServCloud_utilization_filter	過濾稼動率小於 : 	过滤稼动率小于 :	Filter for utilization less than: 
i18n_ServCloud_Overview	總覽	总览	Overview
i18n_ServCloud_Average_Effective_Utilization_Rate	平均有效稼動率	平均有效稼动率	Average effective utilization rate
i18n_ServCloud_Total_Output	總產量	总产量	Total output
i18n_ServCloud_Denominator	分母	分母	Denominator
i18n_ServCloud_uptime	有效工時	有效工时	Uptime
i18n_ServCloud_Quality	良率	良率	Quality
i18n_ServCloud_OEE	稼動率	稼动率	Overall Equipment Effectiveness
i18n_ServCloud_Avg_OEE	平均稼動率	平均稼动率	Average Overall Equipment Effectiveness
i18n_ServCloud_Performance	效率	效率	Performance
i18n_ServCloud_Availability	使用率	使用率	Availability
i18n_ServCloud_Avg_OEE_Higher	高於平均稼動率	高于平均稼动率	Higher Than Average OEE
i18n_ServCloud_Avg_OEE_Lower	低於平均稼動率	低于平均稼动率	Lower Than Average OEE
i18n_ServCloud_Work_Order_Date	工單日期	工单日期	Work Order Date
i18n_ServCloud_Work_Order	工單	工单	Work Order
i18n_ServCloud_Work_Order_Number	工單編號	工单编号	Work order number
i18n_ServCloud_Plant_And_Machine	廠區與機台	厂区与机台	Plant and machine
i18n_ServCloud_Ticket_Status	工單狀態	工单状态	Ticket Status
i18n_ServCloud_All	所有	所有	all
i18n_ServCloud_Not_Closed	未結案	未结案	Not closed
i18n_ServCloud_Closed	結案	结案	Closed
i18n_ServCloud_Inquire	查詢	查询	Inquire
i18n_ServCloud_Product_Code	產品編號	产品编号	Product Code
i18n_ServCloud_Work_Order_Opening_Day	工單開立日	工单开立日	Work order opening day
i18n_ServCloud_Work_Order_Completion_Date	工單完成日	工单完成日	Work order completion date
i18n_ServCloud_Number_Of_Single_Workers	工單數量	工单数量	Number of single workers
i18n_ServCloud_Actual_Output	實際產出	实际产出	Actual output
i18n_ServCloud_Yield_Difference	產量差異	产量差异	Yield difference
i18n_ServCloud_Degree_Of_Completion	完成度	完成度	Degree of completion
i18n_ServCloud_Order_Close	工單結案	工单结案	Order Close
i18n_ServCloud_In_The_Molding_Process	在製過程	在制过程	In the molding process
i18n_ServCloud_Shut_Down	關閉	关闭	shut down
i18n_ServCloud_Determine_Closed	確定結案	确定结案	Determine closed
i18n_ServCloud_Cancel	取消	取消	cancel
i18n_ServCloud_Confirm	確認	确认	confirm
i18n_ServCloud_Product_Name	產品名稱	产品名称	product name
i18n_ServCloud_Order_No	單號	单号	Order No.
