	zh_tw	zh	en
i18n_ServCloud_Date_Code	出廠日期	出厂日期	Date_Code
i18n_ServCloud_LotNo	供應商批號	供应商批号	LotNo
i18n_ServCloud_Work_ID	工單號	工单号	Work Id
i18n_ServCloud_Work_Number	工單數	工单数	Work_Number
i18n_ServCloud_Work_Total_Demand	工單總需求數	工单总需求数	Work_Total_Demand
i18n_ServCloud_Transfer_Start_Date	轉入起始日期	转入起始日期	Transfer_Start__Date
i18n_ServCloud_Transfer_End_Date	轉入結束日期	转入结束日期	Transfer_End_Date
i18n_ServCloud_Picking_Unit	領料單位	领料单位	Picking_Unit
i18n_ServCloud_Unit	單位	单位	Unit
i18n_ServCloud_Line	線別	线别	Line
i18n_ServCloud_Product	產品	产品	Product
i18n_ServCloud_Warehouse_Out_Date	應發料日期	应发料日期	Warehouse_Out_Date
i18n_ServCloud_Status	狀態	状态	status
i18n_ServCloud_Details	明細	明细	Details
i18n_ServCloud_Case_Closed	結案	结案	Case_Closed
i18n_ServCloud_Composition_And_Dosage	組成用量	组成用量	Composition_And_Dosage
i18n_ServCloud_Previously_Sent_Quantity	先前已發數量	先前已发数量	Previously_Sent_Quantity
i18n_ServCloud_Number_Of_Applications	本次請領數量	本次请领数量	Number_Of_Applications
i18n_ServCloud_Quantity_Received	本次已領數量	本次已领数量	Quantity_Received
i18n_ServCloud_Quantity_Not_Received	本次未領數量	本次未领数量	Quantity_Not_Received
i18n_ServCloud_Drop_Out	退出	退出	drop out
i18n_ServCloud_Supplier	供應商	供应商	supplier
i18n_ServCloud_Vender_Pn	廠內料號	厂内料号	Vender_Pn
i18n_ServCloud_Production_Batch	生產批號	生产批号	Production_Batch
i18n_ServCloud_Storage_Status	入庫狀態	入库状态	Storage_Status
i18n_ServCloud_Supplier_Name	廠商名稱	厂商名称	Supplier name
i18n_ServCloud_Expiry_Date	到期日	到期日	expiry date
i18n_ServCloud_Warehouse_Type	入庫倉別	入库仓别	Warehouse_Type
i18n_ServCloud_Storage_Spaces	儲位	储位	Storage spaces
i18n_ServCloud_Records	出入庫紀錄	出入库纪录	records
i18n_ServCloud_Material_Records	料件出入庫紀錄	料件出入库纪录	Material_Records
i18n_ServCloud_Time	時間	时间	time
i18n_ServCloud_Type	出入庫方式	出入库方式	Type
i18n_ServCloud_Storage_PageNumber	入庫單號	入库单号	Storage_PageNumber
i18n_ServCloud_Storage_Position	入庫儲位	入库储位	Storage_Position
i18n_ServCloud_Warehouse_Out_Position	出庫儲位	出库储位	Warehouse_Out_Position
i18n_ServCloud_Warehouse_Out	出庫倉別	出库仓别	Warehouse_Out
i18n_ServCloud_Transferred_Out	註記轉出	注记转出	Transferred_Out
i18n_ServCloud_Feed_Station_Table	料站表	料站表	Feed_Station_Table
i18n_ServCloud_Lock_Status	鎖定狀態	锁定状态	Lock_Status
i18n_ServCloud_Lock	鎖定	锁定	lock
i18n_ServCloud_Unlock	未鎖定	未锁定	Unlock
i18n_ServCloud_Factory_No	廠內料號	厂内料号	Factory_No
i18n_ServCloud_Remarks	備註	备注	Remarks
